39.00,51.00,11.00,22.00
19.00,44.00,63.00,26.00
57.00,31.00,49.00,35.00
54.00,9.00,51.00,33.00
33.00,30.00,26.00,48.00
29.00,7.00,43.00,59.00
60.00,30.00,26.00,17.00
43.00,38.00,63.00,29.00
48.00,61.00,43.00,35.00
58.00,29.00,55.00,63.00
17.00,27.00,16.00,63.00
7.00,18.00,36.00,62.00
66.00,20.00,61.00,33.00
3.00,17.00,58.00,63.00
7.00,57.00,2.00,20.00
47.00,20.00,9.00,46.00
42.00,26.00,38.00,45.00
12.00,48.00,31.00,39.00
64.00,24.00,23.00,1.00
37.00,46.00,67.00,62.00
40.00,24.00,52.00,45.00
62.00,58.00,7.00,18.00
59.00,2.00,40.00,38.00
69.00,17.00,1.00,37.00
58.00,56.00,41.00,63.00
6.00,65.00,60.00,13.00
37.00,58.00,58.00,25.00
24.00,27.00,35.00,15.00
32.00,4.00,11.00,7.00
9.00,24.00,29.00,33.00
65.00,1.00,6.00,38.00
33.00,38.00,53.00,12.00
43.00,14.00,17.00,11.00
46.00,6.00,68.00,18.00
1.00,25.00,19.00,3.00
11.00,64.00,33.00,39.00
29.00,43.00,37.00,15.00
2.00,33.00,22.00,4.00
46.00,15.00,40.00,20.00
45.00,25.00,17.00,32.00
42.00,54.00,25.00,52.00
37.00,31.00,29.00,9.00
68.00,11.00,67.00,33.00
21.00,64.00,59.00,11.00
60.00,3.00,40.00,40.00
60.00,13.00,22.00,40.00
36.00,56.00,28.00,68.00
24.00,46.00,22.00,2.00
19.00,41.00,69.00,4.00
9.00,29.00,33.00,49.00
18.00,41.00,34.00,8.00
60.00,34.00,60.00,26.00
64.00,48.00,9.00,17.00
48.00,29.00,67.00,46.00
36.00,7.00,15.00,64.00
7.00,50.00,46.00,45.00
